month,weekday,is_holiday,site,hist_avg_tourists,hist_avg_temp,hist_avg_precip,hist_event_count,hist_trend_score,tourists,date,condition
11,6,0,Auli,293.2857142857143,-4.428571428571428,1.2857142857142858,1.2857142857142858,63.142857142857146,279,2019-11-03,Suitable
11,0,0,Auli,297.85714285714283,-4.114285714285714,1.442857142857143,0.42857142857142855,54.857142857142854,325,2019-11-04,Overcrowded
11,1,0,Auli,325.57142857142856,-2.9,0.8714285714285713,0.42857142857142855,43.857142857142854,354,2019-11-05,Overcrowded
11,2,0,Auli,286.2857142857143,-5.114285714285714,0.6857142857142857,1.1428571428571428,58.142857142857146,281,2019-11-06,Suitable
11,3,0,Auli,310.0,-0.7857142857142855,0.6285714285714287,0.5714285714285714,45.57142857142857,320,2019-11-07,Overcrowded
11,4,0,Auli,269.85714285714283,-4.942857142857142,0.6285714285714287,1.2857142857142858,52.714285714285715,336,2019-11-08,Overcrowded
11,5,0,Auli,311.2857142857143,-4.628571428571428,0.5285714285714286,1.0,53.857142857142854,357,2019-11-09,Overcrowded
11,6,1,Auli,295.2857142857143,-4.714285714285714,0.7428571428571429,1.4285714285714286,57.285714285714285,299,2019-11-10,Suitable
11,0,0,Auli,292.85714285714283,-4.114285714285715,0.8714285714285713,1.4285714285714286,45.285714285714285,294,2019-11-11,Suitable
11,1,1,Auli,277.7142857142857,-4.642857142857143,1.342857142857143,1.4285714285714286,45.42857142857143,240,2019-11-12,Suitable
11,2,0,Auli,266.57142857142856,-3.785714285714286,0.7285714285714286,0.8571428571428571,57.714285714285715,277,2019-11-13,Suitable
11,3,0,Auli,299.7142857142857,-3.885714285714286,0.757142857142857,0.8571428571428571,54.714285714285715,254,2019-11-14,Suitable
11,4,0,Auli,285.57142857142856,-3.5285714285714285,0.6714285714285715,0.7142857142857143,49.857142857142854,328,2019-11-15,Overcrowded
11,5,0,Auli,344.42857142857144,-2.1571428571428575,1.0285714285714287,0.7142857142857143,52.285714285714285,294,2019-11-16,Suitable
11,6,0,Auli,333.85714285714283,-5.185714285714286,0.9571428571428572,2.0,57.285714285714285,281,2019-11-17,Suitable
11,0,0,Auli,307.0,-1.8857142857142857,0.6714285714285715,0.8571428571428571,58.285714285714285,229,2019-11-18,Suitable
11,1,0,Auli,327.7142857142857,-2.5857142857142854,1.2571428571428573,1.1428571428571428,50.57142857142857,231,2019-11-19,Suitable
11,2,0,Auli,268.85714285714283,-2.257142857142857,1.0857142857142859,0.8571428571428571,54.714285714285715,277,2019-11-20,Suitable
11,3,0,Auli,296.2857142857143,-4.271428571428571,1.3714285714285714,1.2857142857142858,42.285714285714285,252,2019-11-21,Suitable
11,4,0,Auli,327.57142857142856,-3.414285714285714,0.5428571428571428,0.8571428571428571,70.28571428571429,306,2019-11-22,Overcrowded
11,5,0,Auli,290.14285714285717,-3.2857142857142856,0.7857142857142857,0.5714285714285714,62.142857142857146,260,2019-11-23,Suitable
11,6,0,Auli,294.2857142857143,-1.8000000000000003,1.1285714285714286,1.1428571428571428,47.714285714285715,321,2019-11-24,Overcrowded
11,0,0,Auli,315.0,-4.628571428571428,1.2,0.7142857142857143,38.714285714285715,341,2019-11-25,Overcrowded
11,1,0,Auli,315.85714285714283,-3.585714285714286,0.9428571428571428,1.0,43.42857142857143,402,2019-11-26,Overcrowded
11,2,0,Auli,267.57142857142856,-2.728571428571428,0.942857142857143,0.7142857142857143,56.57142857142857,242,2019-11-27,Suitable
11,3,0,Auli,294.57142857142856,-5.371428571428572,1.2857142857142858,1.1428571428571428,50.714285714285715,264,2019-11-28,Suitable
11,4,0,Auli,288.2857142857143,-0.8714285714285717,0.9142857142857144,1.2857142857142858,41.714285714285715,249,2019-11-29,Suitable
11,5,0,Auli,297.14285714285717,-4.1571428571428575,0.7428571428571428,0.7142857142857143,56.714285714285715,332,2019-11-30,Overcrowded
12,6,0,Auli,211.71428571428572,-0.04285714285714283,1.2285714285714284,0.0,43.285714285714285,236,2019-12-01,Suitable
12,0,0,Auli,221.14285714285714,0.7714285714285715,0.9,0.2857142857142857,48.285714285714285,326,2019-12-02,Overcrowded
12,1,0,Auli,221.0,-0.41428571428571426,1.0999999999999999,0.0,49.285714285714285,201,2019-12-03,Suitable
12,2,0,Auli,202.57142857142858,-0.6428571428571427,0.7714285714285714,0.2857142857142857,49.57142857142857,162,2019-12-04,Mild
12,3,0,Auli,219.14285714285714,0.17142857142857149,0.7285714285714286,0.0,47.857142857142854,123,2019-12-05,Mild
12,4,0,Auli,181.85714285714286,-0.9857142857142858,0.7285714285714285,0.0,55.714285714285715,212,2019-12-06,Suitable
12,5,0,Auli,171.57142857142858,-2.5142857142857147,0.6714285714285715,0.2857142857142857,48.285714285714285,63,2019-12-07,Mild
12,6,0,Auli,189.0,1.4857142857142855,0.6142857142857142,0.0,51.714285714285715,136,2019-12-08,Mild
12,0,0,Auli,189.71428571428572,0.7999999999999999,0.6428571428571429,0.14285714285714285,45.42857142857143,220,2019-12-09,Suitable
12,1,0,Auli,222.0,-0.07142857142857141,1.0857142857142856,0.42857142857142855,48.714285714285715,260,2019-12-10,Suitable
12,2,0,Auli,200.85714285714286,-0.14285714285714285,0.8571428571428571,0.0,28.571428571428573,141,2019-12-11,Mild
12,3,0,Auli,191.71428571428572,-0.3428571428571428,0.9857142857142858,0.0,49.0,231,2019-12-12,Suitable
12,4,0,Auli,219.71428571428572,-0.3714285714285714,1.2428571428571427,0.2857142857142857,56.57142857142857,276,2019-12-13,Suitable
12,5,0,Auli,189.71428571428572,1.557142857142857,1.4000000000000001,0.0,55.285714285714285,153,2019-12-14,Mild
12,6,0,Auli,176.57142857142858,-1.4285714285714286,0.9571428571428573,0.14285714285714285,46.57142857142857,148,2019-12-15,Mild
12,0,0,Auli,219.28571428571428,-1.1,1.514285714285714,0.42857142857142855,40.0,155,2019-12-16,Mild
12,1,0,Auli,214.42857142857142,2.128571428571429,1.542857142857143,0.0,48.285714285714285,212,2019-12-17,Suitable
12,2,0,Auli,195.71428571428572,-0.31428571428571417,1.3857142857142857,0.2857142857142857,38.42857142857143,239,2019-12-18,Suitable
12,3,0,Auli,212.28571428571428,0.21428571428571433,1.3142857142857143,0.14285714285714285,33.857142857142854,290,2019-12-19,Suitable
12,4,0,Auli,198.57142857142858,-0.29999999999999993,1.3285714285714287,0.2857142857142857,56.57142857142857,273,2019-12-20,Suitable
12,5,0,Auli,206.71428571428572,2.7857142857142856,0.9714285714285713,0.2857142857142857,39.857142857142854,232,2019-12-21,Suitable
12,6,0,Auli,208.42857142857142,2.5714285714285716,0.8714285714285713,0.0,48.285714285714285,145,2019-12-22,Mild
12,0,0,Auli,204.28571428571428,-1.8000000000000003,1.6571428571428573,0.14285714285714285,55.0,287,2019-12-23,Suitable
12,1,0,Auli,151.85714285714286,-0.09999999999999996,1.457142857142857,0.0,45.285714285714285,191,2019-12-24,Mild
12,2,1,Auli,203.0,0.04285714285714283,1.0999999999999999,0.42857142857142855,46.57142857142857,205,2019-12-25,Suitable
12,3,0,Auli,245.71428571428572,-0.0285714285714285,0.8142857142857142,0.0,50.0,281,2019-12-26,Suitable
12,4,0,Auli,210.14285714285714,0.10000000000000016,1.1857142857142857,0.14285714285714285,62.142857142857146,316,2019-12-27,Overcrowded
12,5,0,Auli,220.42857142857142,0.12857142857142861,0.6714285714285714,0.42857142857142855,46.0,218,2019-12-28,Suitable
12,6,0,Auli,214.28571428571428,-0.40000000000000024,0.5285714285714286,0.0,48.285714285714285,228,2019-12-29,Suitable
12,0,0,Auli,180.57142857142858,0.742857142857143,1.2142857142857142,0.2857142857142857,48.714285714285715,223,2019-12-30,Suitable
12,1,0,Auli,219.0,-2.757142857142857,1.042857142857143,0.14285714285714285,44.42857142857143,210,2019-12-31,Suitable
1,2,0,Auli,194.0,4.757142857142858,1.3285714285714285,0.0,51.714285714285715,136,2020-01-01,Mild
1,3,0,Auli,206.14285714285714,3.7571428571428567,0.6571428571428571,0.14285714285714285,58.857142857142854,183,2020-01-02,Mild
1,4,0,Auli,197.71428571428572,5.3428571428571425,1.0714285714285714,0.2857142857142857,45.857142857142854,214,2020-01-03,Suitable
1,5,0,Auli,233.71428571428572,5.9,1.3142857142857145,0.2857142857142857,39.142857142857146,194,2020-01-04,Mild
1,6,0,Auli,173.14285714285714,3.0142857142857147,0.7285714285714285,0.42857142857142855,41.57142857142857,65,2020-01-05,Mild
1,0,0,Auli,249.14285714285714,5.771428571428571,1.2142857142857142,0.42857142857142855,60.142857142857146,242,2020-01-06,Suitable
1,1,0,Auli,212.85714285714286,5.085714285714286,0.9428571428571428,0.14285714285714285,51.714285714285715,264,2020-01-07,Suitable
1,2,0,Auli,216.85714285714286,4.842857142857143,1.042857142857143,0.5714285714285714,50.57142857142857,237,2020-01-08,Suitable
1,3,0,Auli,191.42857142857142,5.057142857142858,1.2571428571428573,0.5714285714285714,52.142857142857146,175,2020-01-09,Mild
1,4,0,Auli,196.28571428571428,3.9142857142857137,1.0571428571428572,0.2857142857142857,49.57142857142857,261,2020-01-10,Suitable
1,5,0,Auli,200.0,6.271428571428571,1.0714285714285714,0.14285714285714285,37.714285714285715,242,2020-01-11,Suitable
1,6,0,Auli,192.57142857142858,5.557142857142857,1.3,0.2857142857142857,52.57142857142857,176,2020-01-12,Mild
1,0,0,Auli,186.42857142857142,6.942857142857142,1.3571428571428572,0.14285714285714285,59.0,312,2020-01-13,Overcrowded
1,1,0,Auli,187.71428571428572,5.6000000000000005,0.7857142857142857,0.0,52.42857142857143,137,2020-01-14,Mild
1,2,0,Auli,239.57142857142858,3.5714285714285716,0.6142857142857142,0.14285714285714285,53.142857142857146,160,2020-01-15,Mild
1,3,0,Auli,200.85714285714286,5.871428571428572,1.0285714285714287,0.2857142857142857,57.42857142857143,258,2020-01-16,Suitable
1,4,0,Auli,194.57142857142858,4.114285714285715,0.8142857142857143,0.14285714285714285,44.285714285714285,201,2020-01-17,Suitable
1,5,0,Auli,189.71428571428572,3.8285714285714287,1.2285714285714284,0.14285714285714285,50.42857142857143,178,2020-01-18,Mild
1,6,0,Auli,163.71428571428572,6.171428571428571,1.0999999999999999,0.0,52.857142857142854,99,2020-01-19,Mild
1,0,0,Auli,193.0,6.8999999999999995,1.2285714285714284,0.2857142857142857,50.0,219,2020-01-20,Suitable
1,1,0,Auli,200.57142857142858,5.6000000000000005,1.0714285714285714,0.14285714285714285,55.285714285714285,219,2020-01-21,Suitable
1,2,0,Auli,222.42857142857142,3.8,0.9142857142857143,0.2857142857142857,38.285714285714285,191,2020-01-22,Mild
1,3,0,Auli,200.14285714285714,2.8142857142857145,1.114285714285714,0.14285714285714285,60.714285714285715,137,2020-01-23,Mild
1,4,0,Auli,177.57142857142858,6.071428571428572,1.3,0.2857142857142857,43.857142857142854,127,2020-01-24,Mild
1,5,0,Auli,208.28571428571428,3.1714285714285713,0.942857142857143,0.14285714285714285,53.142857142857146,276,2020-01-25,Suitable
1,6,1,Auli,208.14285714285714,3.9857142857142853,0.9428571428571428,0.0,65.85714285714286,294,2020-01-26,Suitable
1,0,0,Auli,205.71428571428572,5.385714285714286,1.5285714285714285,0.2857142857142857,40.142857142857146,210,2020-01-27,Suitable
1,1,0,Auli,189.14285714285714,4.6000000000000005,0.8714285714285713,0.5714285714285714,51.0,192,2020-01-28,Mild
1,2,0,Auli,204.85714285714286,5.914285714285714,1.0857142857142856,0.0,43.42857142857143,168,2020-01-29,Mild
1,3,0,Auli,218.85714285714286,3.742857142857143,0.7714285714285715,0.2857142857142857,59.714285714285715,256,2020-01-30,Suitable
1,4,0,Auli,222.57142857142858,4.885714285714286,1.3000000000000003,0.42857142857142855,50.857142857142854,221,2020-01-31,Suitable
2,5,0,Auli,228.71428571428572,7.885714285714286,1.4142857142857141,0.42857142857142855,40.714285714285715,245,2020-02-01,Suitable
2,6,0,Auli,239.71428571428572,8.557142857142857,0.9857142857142857,0.14285714285714285,57.285714285714285,260,2020-02-02,Suitable
2,0,0,Auli,215.14285714285714,11.614285714285714,1.257142857142857,0.2857142857142857,47.714285714285715,187,2020-02-03,Mild
2,1,0,Auli,217.85714285714286,10.6,1.157142857142857,0.2857142857142857,48.285714285714285,219,2020-02-04,Suitable
2,2,0,Auli,215.0,10.471428571428572,0.6571428571428571,0.2857142857142857,41.285714285714285,225,2020-02-05,Suitable
2,3,0,Auli,200.71428571428572,11.799999999999999,0.9,0.0,59.285714285714285,117,2020-02-06,Mild
2,4,0,Auli,210.14285714285714,8.9,0.8857142857142858,0.14285714285714285,55.57142857142857,186,2020-02-07,Mild
2,5,0,Auli,227.14285714285714,8.942857142857143,0.7285714285714285,0.0,49.57142857142857,169,2020-02-08,Mild
2,6,0,Auli,215.14285714285714,9.914285714285715,0.8142857142857143,0.0,53.57142857142857,247,2020-02-09,Suitable
2,0,0,Auli,187.71428571428572,11.785714285714283,0.8571428571428573,0.14285714285714285,52.857142857142854,187,2020-02-10,Mild
2,1,0,Auli,204.71428571428572,8.728571428571428,1.3000000000000003,0.14285714285714285,50.142857142857146,247,2020-02-11,Suitable
2,2,0,Auli,199.71428571428572,8.185714285714287,0.7285714285714286,0.42857142857142855,44.142857142857146,180,2020-02-12,Mild
2,3,0,Auli,203.0,11.385714285714286,1.042857142857143,0.14285714285714285,61.57142857142857,170,2020-02-13,Mild
2,4,0,Auli,193.28571428571428,9.671428571428573,1.0571428571428572,0.0,47.857142857142854,241,2020-02-14,Suitable
2,5,0,Auli,208.14285714285714,9.4,1.157142857142857,0.0,48.285714285714285,172,2020-02-15,Mild
2,6,0,Auli,208.57142857142858,9.685714285714285,1.3714285714285717,0.42857142857142855,48.142857142857146,176,2020-02-16,Mild
2,0,0,Auli,210.28571428571428,9.671428571428569,1.257142857142857,0.0,41.57142857142857,133,2020-02-17,Mild
2,1,0,Auli,213.0,10.985714285714286,1.0142857142857142,0.14285714285714285,52.142857142857146,71,2020-02-18,Mild
2,2,0,Auli,199.0,9.714285714285717,0.8428571428571429,0.0,47.857142857142854,152,2020-02-19,Mild
2,3,0,Auli,203.42857142857142,9.257142857142858,0.8714285714285713,0.2857142857142857,53.142857142857146,217,2020-02-20,Suitable
2,4,0,Auli,210.0,10.14285714285714,1.2,0.42857142857142855,57.714285714285715,307,2020-02-21,Overcrowded
2,5,0,Auli,216.14285714285714,9.085714285714285,1.4428571428571428,0.5714285714285714,49.142857142857146,255,2020-02-22,Suitable
2,6,0,Auli,204.28571428571428,10.557142857142859,0.9857142857142858,0.14285714285714285,46.0,303,2020-02-23,Overcrowded
2,0,0,Auli,194.71428571428572,11.9,1.2142857142857142,0.2857142857142857,44.142857142857146,297,2020-02-24,Suitable
2,1,0,Auli,177.71428571428572,10.5,0.6857142857142857,0.0,52.857142857142854,144,2020-02-25,Mild
2,2,0,Auli,215.28571428571428,8.085714285714287,0.6857142857142858,0.0,42.57142857142857,212,2020-02-26,Suitable
2,3,0,Auli,177.85714285714286,10.200000000000001,0.7857142857142857,0.14285714285714285,52.857142857142854,261,2020-02-27,Suitable
2,4,0,Auli,189.14285714285714,9.414285714285715,0.8857142857142859,0.8571428571428571,46.285714285714285,191,2020-02-28,Mild
2,5,0,Auli,220.5,8.149999999999999,0.39999999999999997,0.5,66.0,236,2020-02-29,Suitable
3,6,0,Auli,202.28571428571428,14.871428571428572,1.2285714285714284,0.8571428571428571,48.42857142857143,243,2020-03-01,Suitable
3,0,0,Auli,212.71428571428572,14.57142857142857,1.0857142857142856,1.0,55.714285714285715,229,2020-03-02,Suitable
3,1,0,Auli,226.42857142857142,14.585714285714285,1.4857142857142858,0.14285714285714285,42.857142857142854,238,2020-03-03,Suitable
3,2,0,Auli,204.42857142857142,13.685714285714283,0.7857142857142857,0.5714285714285714,45.42857142857143,212,2020-03-04,Suitable
3,3,0,Auli,208.0,13.400000000000002,0.8428571428571427,1.7142857142857142,43.42857142857143,232,2020-03-05,Suitable
3,4,0,Auli,186.14285714285714,14.785714285714286,1.1285714285714283,1.4285714285714286,60.714285714285715,88,2020-03-06,Mild
3,5,0,Auli,201.71428571428572,14.1,0.4857142857142857,1.0,58.857142857142854,237,2020-03-07,Suitable
3,6,0,Auli,176.42857142857142,15.514285714285716,1.385714285714286,1.5714285714285714,43.714285714285715,258,2020-03-08,Suitable
3,0,0,Auli,206.71428571428572,14.92857142857143,0.8571428571428571,1.5714285714285714,60.42857142857143,261,2020-03-09,Suitable
3,1,1,Auli,205.42857142857142,12.8,1.0714285714285714,0.8571428571428571,50.0,170,2020-03-10,Mild
3,2,0,Auli,198.57142857142858,13.757142857142856,1.1285714285714286,0.7142857142857143,48.57142857142857,174,2020-03-11,Mild
3,3,0,Auli,190.14285714285714,13.085714285714287,0.4571428571428572,0.8571428571428571,60.285714285714285,168,2020-03-12,Mild
3,4,0,Auli,187.57142857142858,14.614285714285714,1.0142857142857145,0.5714285714285714,41.57142857142857,179,2020-03-13,Mild
3,5,0,Auli,189.42857142857142,12.528571428571427,1.1285714285714286,1.1428571428571428,42.0,99,2020-03-14,Mild
3,6,0,Auli,201.85714285714286,13.685714285714285,0.6857142857142857,0.8571428571428571,41.42857142857143,181,2020-03-15,Mild
3,0,0,Auli,196.42857142857142,12.342857142857142,0.9,0.5714285714285714,48.714285714285715,186,2020-03-16,Mild
3,1,0,Auli,240.28571428571428,14.542857142857144,1.3285714285714285,0.7142857142857143,48.42857142857143,225,2020-03-17,Suitable
3,2,0,Auli,204.28571428571428,15.400000000000002,0.9428571428571428,0.2857142857142857,41.42857142857143,135,2020-03-18,Mild
3,3,0,Auli,216.0,12.157142857142855,1.4714285714285715,1.0,48.714285714285715,192,2020-03-19,Mild
3,4,0,Auli,210.42857142857142,13.914285714285715,0.9571428571428571,1.2857142857142858,53.714285714285715,207,2020-03-20,Suitable
3,5,0,Auli,187.14285714285714,12.985714285714286,1.2142857142857142,0.7142857142857143,39.0,176,2020-03-21,Mild
3,6,0,Auli,217.42857142857142,13.642857142857144,0.8142857142857143,1.4285714285714286,45.142857142857146,287,2020-03-22,Suitable
3,0,0,Auli,206.0,15.385714285714284,1.4857142857142855,0.7142857142857143,59.285714285714285,226,2020-03-23,Suitable
3,1,0,Auli,196.85714285714286,14.185714285714285,1.7142857142857142,0.8571428571428571,62.285714285714285,189,2020-03-24,Mild
3,2,0,Auli,192.28571428571428,12.828571428571427,1.5714285714285714,1.4285714285714286,40.57142857142857,192,2020-03-25,Mild
3,3,0,Auli,198.28571428571428,11.628571428571428,1.3,1.1428571428571428,33.57142857142857,197,2020-03-26,Mild
3,4,0,Auli,216.85714285714286,13.214285714285714,0.7571428571428572,1.0,34.714285714285715,219,2020-03-27,Suitable
3,5,0,Auli,222.85714285714286,15.342857142857142,1.3571428571428572,1.2857142857142858,53.42857142857143,179,2020-03-28,Mild
3,6,0,Auli,214.85714285714286,13.600000000000003,1.3714285714285714,2.0,48.57142857142857,291,2020-03-29,Suitable
3,0,0,Auli,195.57142857142858,12.828571428571427,1.1285714285714286,1.5714285714285714,55.714285714285715,228,2020-03-30,Suitable
3,1,0,Auli,221.85714285714286,15.6,1.1857142857142857,0.8571428571428571,34.142857142857146,211,2020-03-31,Suitable
4,2,0,Auli,330.7142857142857,15.228571428571428,1.0714285714285714,1.5714285714285714,40.857142857142854,290,2020-04-01,Suitable
4,3,1,Auli,298.85714285714283,17.54285714285714,2.0571428571428574,1.1428571428571428,44.857142857142854,303,2020-04-02,Overcrowded
4,4,0,Auli,289.2857142857143,14.328571428571431,1.2142857142857142,1.2857142857142858,61.714285714285715,274,2020-04-03,Suitable
4,5,0,Auli,290.85714285714283,15.485714285714286,0.6285714285714287,1.4285714285714286,53.57142857142857,312,2020-04-04,Overcrowded
4,6,0,Auli,309.42857142857144,15.285714285714286,0.9142857142857144,0.7142857142857143,39.42857142857143,292,2020-04-05,Suitable
4,0,1,Auli,298.14285714285717,15.114285714285716,0.5571428571428572,1.1428571428571428,48.857142857142854,324,2020-04-06,Overcrowded
4,1,0,Auli,318.14285714285717,14.685714285714285,0.9142857142857144,1.2857142857142858,51.714285714285715,289,2020-04-07,Suitable
4,2,0,Auli,310.42857142857144,15.62857142857143,0.9,0.7142857142857143,33.714285714285715,316,2020-04-08,Overcrowded
4,3,0,Auli,297.57142857142856,14.614285714285712,1.1142857142857143,0.8571428571428571,58.714285714285715,325,2020-04-09,Overcrowded
4,4,1,Auli,326.2857142857143,14.914285714285715,0.7999999999999999,1.0,36.42857142857143,282,2020-04-10,Suitable
4,5,0,Auli,287.85714285714283,12.214285714285714,1.114285714285714,1.7142857142857142,58.57142857142857,389,2020-04-11,Overcrowded
4,6,0,Auli,300.42857142857144,13.428571428571429,1.0,1.1428571428571428,52.42857142857143,294,2020-04-12,Suitable
4,0,0,Auli,281.42857142857144,16.67142857142857,1.0,2.0,62.285714285714285,306,2020-04-13,Overcrowded
4,1,1,Auli,285.42857142857144,14.942857142857141,0.8857142857142858,0.8571428571428571,46.714285714285715,232,2020-04-14,Suitable
4,2,0,Auli,290.85714285714283,15.314285714285713,1.3,1.1428571428571428,50.857142857142854,219,2020-04-15,Suitable
4,3,0,Auli,299.57142857142856,15.428571428571427,0.7285714285714286,1.0,50.857142857142854,296,2020-04-16,Suitable
4,4,0,Auli,261.85714285714283,14.357142857142858,0.6571428571428573,1.0,44.42857142857143,272,2020-04-17,Suitable
4,5,0,Auli,293.14285714285717,16.400000000000002,1.5,0.7142857142857143,54.142857142857146,321,2020-04-18,Overcrowded
4,6,0,Auli,275.14285714285717,13.342857142857143,0.8,0.7142857142857143,50.857142857142854,336,2020-04-19,Overcrowded
4,0,0,Auli,329.0,14.0,1.4714285714285715,1.4285714285714286,52.0,394,2020-04-20,Overcrowded
4,1,0,Auli,315.2857142857143,13.0,1.4285714285714286,0.7142857142857143,50.857142857142854,371,2020-04-21,Overcrowded
4,2,0,Auli,310.57142857142856,17.728571428571428,1.1285714285714286,0.5714285714285714,67.85714285714286,379,2020-04-22,Overcrowded
4,3,0,Auli,318.7142857142857,16.271428571428572,1.2428571428571427,1.5714285714285714,49.285714285714285,319,2020-04-23,Overcrowded
4,4,0,Auli,290.85714285714283,15.671428571428569,0.5000000000000001,1.2857142857142858,56.0,187,2020-04-24,Mild
4,5,0,Auli,316.42857142857144,14.828571428571427,1.157142857142857,0.2857142857142857,57.857142857142854,325,2020-04-25,Overcrowded
4,6,0,Auli,290.57142857142856,14.700000000000001,1.2285714285714284,0.5714285714285714,54.142857142857146,337,2020-04-26,Overcrowded
4,0,0,Auli,293.14285714285717,15.242857142857144,1.6,0.5714285714285714,48.57142857142857,268,2020-04-27,Suitable
4,1,0,Auli,321.57142857142856,13.37142857142857,1.2285714285714284,1.0,48.57142857142857,279,2020-04-28,Suitable
4,2,0,Auli,323.57142857142856,14.400000000000002,0.7571428571428571,1.2857142857142858,56.714285714285715,361,2020-04-29,Overcrowded
4,3,0,Auli,255.0,13.485714285714284,1.1857142857142855,0.8571428571428571,60.142857142857146,264,2020-04-30,Suitable
5,4,0,Auli,275.57142857142856,15.671428571428569,1.2285714285714284,0.2857142857142857,52.42857142857143,254,2020-05-01,Suitable
5,5,0,Auli,309.14285714285717,14.714285714285712,1.6142857142857143,0.2857142857142857,55.57142857142857,291,2020-05-02,Suitable
5,6,0,Auli,318.0,14.642857142857142,1.9285714285714286,0.42857142857142855,58.57142857142857,224,2020-05-03,Suitable
5,0,0,Auli,268.7142857142857,15.957142857142859,0.7571428571428572,0.2857142857142857,39.142857142857146,278,2020-05-04,Suitable
5,1,0,Auli,315.42857142857144,13.285714285714288,0.7428571428571428,0.2857142857142857,37.857142857142854,295,2020-05-05,Suitable
5,2,0,Auli,295.0,12.099999999999998,1.3714285714285717,0.2857142857142857,46.42857142857143,159,2020-05-06,Mild
5,3,1,Auli,312.85714285714283,13.985714285714286,1.3571428571428572,0.42857142857142855,48.142857142857146,371,2020-05-07,Overcrowded
5,4,0,Auli,285.57142857142856,14.92857142857143,0.7714285714285715,0.0,50.42857142857143,280,2020-05-08,Suitable
5,5,0,Auli,309.7142857142857,13.385714285714286,0.9142857142857144,0.0,63.714285714285715,242,2020-05-09,Suitable
5,6,0,Auli,299.57142857142856,13.528571428571428,1.4000000000000001,0.5714285714285714,50.42857142857143,282,2020-05-10,Suitable
5,0,0,Auli,322.14285714285717,15.228571428571428,0.4714285714285714,0.14285714285714285,45.714285714285715,270,2020-05-11,Suitable
5,1,0,Auli,277.85714285714283,13.328571428571431,0.9,0.2857142857142857,48.714285714285715,277,2020-05-12,Suitable
5,2,0,Auli,301.0,12.214285714285714,1.3285714285714287,0.14285714285714285,58.57142857142857,364,2020-05-13,Overcrowded
5,3,0,Auli,289.14285714285717,13.957142857142857,0.9428571428571428,0.0,66.85714285714286,308,2020-05-14,Overcrowded
5,4,0,Auli,332.85714285714283,12.957142857142857,1.4285714285714286,0.5714285714285714,63.57142857142857,359,2020-05-15,Overcrowded
5,5,0,Auli,312.85714285714283,14.771428571428572,0.942857142857143,0.14285714285714285,52.0,299,2020-05-16,Suitable
5,6,0,Auli,298.85714285714283,14.214285714285714,1.3285714285714285,0.14285714285714285,57.142857142857146,364,2020-05-17,Overcrowded
5,0,0,Auli,277.2857142857143,13.285714285714286,1.8000000000000005,0.2857142857142857,53.857142857142854,282,2020-05-18,Suitable
5,1,0,Auli,281.2857142857143,12.471428571428573,1.1428571428571428,0.14285714285714285,47.285714285714285,256,2020-05-19,Suitable
5,2,0,Auli,322.57142857142856,13.342857142857142,1.0,0.14285714285714285,37.714285714285715,281,2020-05-20,Suitable
5,3,0,Auli,297.2857142857143,15.471428571428572,1.2285714285714284,0.0,48.42857142857143,343,2020-05-21,Overcrowded
5,4,0,Auli,314.0,12.942857142857141,1.471428571428571,0.14285714285714285,55.714285714285715,283,2020-05-22,Suitable
5,5,0,Auli,294.14285714285717,13.471428571428572,0.9142857142857144,0.14285714285714285,46.42857142857143,231,2020-05-23,Suitable
5,6,0,Auli,287.0,12.185714285714285,1.6857142857142857,0.0,46.0,271,2020-05-24,Suitable
5,0,1,Auli,269.0,14.5,1.385714285714286,0.2857142857142857,43.285714285714285,301,2020-05-25,Suitable
5,1,0,Auli,303.42857142857144,13.671428571428574,0.4714285714285714,0.2857142857142857,47.285714285714285,214,2020-05-26,Suitable
5,2,0,Auli,290.42857142857144,14.285714285714286,0.8285714285714285,0.0,46.857142857142854,363,2020-05-27,Overcrowded
5,3,0,Auli,278.85714285714283,14.857142857142858,1.0714285714285714,0.2857142857142857,54.0,188,2020-05-28,Mild
5,4,0,Auli,301.85714285714283,13.299999999999999,1.1285714285714286,0.0,50.714285714285715,278,2020-05-29,Suitable
5,5,0,Auli,322.57142857142856,13.857142857142858,0.9571428571428572,0.2857142857142857,49.42857142857143,404,2020-05-30,Overcrowded
5,6,0,Auli,316.0,12.714285714285714,0.7142857142857143,0.5714285714285714,53.714285714285715,296,2020-05-31,Suitable
6,0,0,Auli,297.0,8.514285714285716,1.0714285714285714,0.7142857142857143,61.714285714285715,238,2020-06-01,Suitable
6,1,0,Auli,282.42857142857144,8.5,1.8857142857142857,0.0,38.714285714285715,272,2020-06-02,Suitable
6,2,0,Auli,282.2857142857143,8.528571428571428,1.3142857142857143,0.2857142857142857,56.142857142857146,311,2020-06-03,Overcrowded
6,3,0,Auli,317.0,8.071428571428571,0.6142857142857142,0.0,30.857142857142858,344,2020-06-04,Overcrowded
6,4,0,Auli,256.7142857142857,9.114285714285716,0.5428571428571429,0.0,58.57142857142857,328,2020-06-05,Overcrowded
6,5,0,Auli,274.0,8.542857142857144,1.2,0.0,50.0,282,2020-06-06,Suitable
6,6,0,Auli,293.14285714285717,10.228571428571428,1.2285714285714284,0.14285714285714285,48.142857142857146,320,2020-06-07,Overcrowded
