site,date,tourists,temp,precip,event_count,trend_score
Nainital,2021-01-30,349,14.1,2.6,0,72
Nainital,2021-01-31,232,17.2,1.1,0,64
Nainital,2021-02-01,221,18.0,2.4,0,75
Nainital,2021-02-02,195,22.1,2.6,0,34
Nainital,2021-02-03,139,22.0,2.4,0,34
Nainital,2021-02-04,240,16.9,2.7,0,70
Nainital,2021-02-05,179,17.6,2.4,0,32
Nainital,2021-02-06,204,23.5,3.9,0,49
Nainital,2021-02-07,26,21.9,3.5,0,61
Nainital,2021-02-08,257,24.1,3.6,1,43
Nainital,2021-02-09,117,25.8,4.6,0,35
Nainital,2021-02-10,128,21.2,3.3,2,91
Nainital,2021-02-11,101,20.9,2.5,0,82
Nainital,2021-02-12,228,19.2,3.0,0,32
Nainital,2021-02-13,207,22.7,2.4,0,79
Nainital,2021-02-14,183,20.7,2.7,0,44
Nainital,2021-02-15,215,19.5,3.3,0,16
Nainital,2021-02-16,182,19.6,2.5,0,41
Nainital,2021-02-17,224,18.4,4.6,0,51
Nainital,2021-02-18,186,21.5,2.4,1,60
Nainital,2021-02-19,85,16.3,2.0,0,91
Nainital,2021-02-20,237,18.1,3.3,0,47
Nainital,2021-02-21,228,21.2,2.2,1,34
Nainital,2021-02-22,190,16.3,3.2,0,65
Nainital,2021-02-23,223,17.8,3.5,0,16
Nainital,2021-02-24,121,21.0,3.6,0,85
Nainital,2021-02-25,193,18.8,4.2,0,38
Nainital,2021-02-26,201,20.1,1.7,0,53
Nainital,2021-02-27,190,16.4,3.9,0,66
Nainital,2021-02-28,23,17.7,1.2,0,39
Nainital,2021-03-01,325,24.9,3.5,0,47
Nainital,2021-03-02,205,24.0,2.7,2,0
Nainital,2021-03-03,175,24.0,3.3,1,26
Nainital,2021-03-04,248,25.7,3.5,1,30
Nainital,2021-03-05,179,19.3,2.6,0,59
Nainital,2021-03-06,99,21.5,3.4,2,50
Nainital,2021-03-07,125,27.9,3.3,2,26
Nainital,2021-03-08,189,24.1,4.2,2,66
Nainital,2021-03-09,130,18.0,1.8,1,66
Nainital,2021-03-10,182,21.3,2.6,2,67
Nainital,2021-03-11,153,23.2,4.1,3,47
Nainital,2021-03-12,154,24.4,0.2,0,22
Nainital,2021-03-13,175,25.5,2.0,1,100
Nainital,2021-03-14,172,26.0,2.8,1,30
Nainital,2021-03-15,232,24.7,2.8,0,44
Nainital,2021-03-16,193,26.6,2.9,2,66
Nainital,2021-03-17,270,27.2,3.0,5,43
Nainital,2021-03-18,111,28.8,3.8,2,35
Nainital,2021-03-19,189,24.7,2.4,1,53
Nainital,2021-03-20,243,22.5,3.3,0,57
Nainital,2021-03-21,128,24.9,1.9,0,76
Nainital,2021-03-22,153,24.3,2.0,1,62
Nainital,2021-03-23,122,24.9,2.2,1,42
Nainital,2021-03-24,156,17.3,2.5,1,26
Nainital,2021-03-25,186,23.9,3.5,1,26
Nainital,2021-03-26,184,29.6,0.9,2,57
Nainital,2021-03-27,238,21.5,2.2,0,46
Nainital,2021-03-28,116,18.6,3.6,1,84
Nainital,2021-03-29,244,24.5,3.2,2,42
Nainital,2021-03-30,126,22.2,4.2,1,46
Nainital,2021-03-31,102,23.1,2.9,0,34
Nainital,2021-04-01,285,28.6,1.7,2,47
Nainital,2021-04-02,284,24.4,4.2,1,82
Nainital,2021-04-03,243,24.3,2.9,0,16
Nainital,2021-04-04,309,18.9,3.1,0,65
Nainital,2021-04-05,233,21.3,2.7,1,44
Nainital,2021-04-06,296,24.6,1.3,0,53
Nainital,2021-04-07,375,27.9,2.8,2,18
Nainital,2021-04-08,368,22.4,2.5,1,40
Nainital,2021-04-09,313,18.9,3.0,1,83
Nainital,2021-04-10,314,29.8,2.4,2,69
Nainital,2021-04-11,357,23.7,2.2,1,84
Nainital,2021-04-12,224,22.2,4.4,0,67
Nainital,2021-04-13,319,23.7,4.4,2,34
Nainital,2021-04-14,336,26.5,0.5,1,56
Nainital,2021-04-15,226,21.3,3.1,1,26
Nainital,2021-04-16,270,26.2,3.2,0,37
Nainital,2021-04-17,345,23.6,4.2,1,21
Nainital,2021-04-18,322,24.5,4.1,1,37
Nainital,2021-04-19,360,27.4,4.9,0,15
Nainital,2021-04-20,358,22.0,2.0,2,56
Nainital,2021-04-21,281,26.8,4.4,0,57
Nainital,2021-04-22,208,31.2,2.9,2,82
Nainital,2021-04-23,175,30.3,3.7,4,20
Nainital,2021-04-24,339,24.4,4.1,0,48
Nainital,2021-04-25,341,25.0,3.2,0,47
Nainital,2021-04-26,298,22.5,2.8,0,43
Nainital,2021-04-27,179,23.8,3.8,0,74
Nainital,2021-04-28,247,25.9,1.2,2,5
Nainital,2021-04-29,298,28.2,1.9,1,52
Nainital,2021-04-30,266,23.2,3.1,0,44
Nainital,2021-05-01,313,26.5,3.2,0,100
Nainital,2021-05-02,354,21.6,3.3,0,42
Nainital,2021-05-03,303,18.1,2.1,0,45
Nainital,2021-05-04,286,19.3,3.5,0,42
Nainital,2021-05-05,283,25.9,3.3,0,25
Nainital,2021-05-06,225,26.4,1.9,1,35
Nainital,2021-05-07,264,25.5,4.2,0,65
Nainital,2021-05-08,324,21.1,4.3,0,88
Nainital,2021-05-09,337,19.5,4.0,0,92
Nainital,2021-05-10,271,26.1,2.6,0,41
Nainital,2021-05-11,288,24.6,2.1,0,43
Nainital,2021-05-12,286,21.6,1.6,1,52
Nainital,2021-05-13,305,23.3,3.7,0,52
Nainital,2021-05-14,347,25.5,3.3,1,50
Nainital,2021-05-15,271,20.8,3.4,0,58
Nainital,2021-05-16,309,33.5,4.0,0,2
Nainital,2021-05-17,397,24.7,2.6,0,29
Nainital,2021-05-18,303,22.0,3.6,0,12
Nainital,2021-05-19,310,18.7,1.6,0,20
Nainital,2021-05-20,243,22.7,2.0,0,25
Nainital,2021-05-21,311,25.8,3.1,0,57
Nainital,2021-05-22,326,25.8,2.1,0,86
Nainital,2021-05-23,323,20.0,4.4,1,51
Nainital,2021-05-24,314,24.0,3.2,1,83
Nainital,2021-05-25,362,28.5,2.8,0,8
Nainital,2021-05-26,259,28.9,4.9,0,50
Nainital,2021-05-27,290,31.5,1.4,1,53
Nainital,2021-05-28,331,22.4,2.4,0,76
Nainital,2021-05-29,327,28.0,3.5,0,44
Nainital,2021-05-30,293,26.2,4.6,0,81
Nainital,2021-05-31,216,23.1,4.5,1,65
Nainital,2021-06-01,341,17.8,2.3,0,63
Nainital,2021-06-02,271,19.5,3.9,1,74
Nainital,2021-06-03,322,20.4,4.9,1,57
Nainital,2021-06-04,238,19.3,3.3,0,64
Nainital,2021-06-05,205,22.0,2.7,0,43
Nainital,2021-06-06,370,20.9,3.3,0,47
Nainital,2021-06-07,280,16.0,3.0,1,66
Nainital,2021-06-08,293,22.5,4.3,0,74
Nainital,2021-06-09,353,26.6,3.1,1,8
Nainital,2021-06-10,211,17.3,4.3,1,94
Nainital,2021-06-11,280,20.2,0.4,2,63
Nainital,2021-06-12,261,24.1,2.7,1,29
Nainital,2021-06-13,337,18.6,2.6,0,67
Nainital,2021-06-14,242,21.7,1.9,0,49
Nainital,2021-06-15,353,16.7,3.5,1,44
Nainital,2021-06-16,220,17.5,1.7,0,34
Nainital,2021-06-17,278,17.9,2.2,0,75
Nainital,2021-06-18,285,17.7,1.7,0,65
Nainital,2021-06-19,304,21.8,0.6,0,67
Nainital,2021-06-20,316,17.6,2.6,0,18
Nainital,2021-06-21,284,20.1,2.6,1,46
Nainital,2021-06-22,351,19.8,3.3,0,91
Nainital,2021-06-23,342,25.1,1.6,0,83
Nainital,2021-06-24,311,18.8,3.1,0,85
Nainital,2021-06-25,247,20.2,2.4,0,17
Nainital,2021-06-26,280,18.9,4.6,0,69
Nainital,2021-06-27,315,22.0,3.2,1,62
Nainital,2021-06-28,380,24.7,3.0,0,27
Nainital,2021-06-29,370,20.6,1.0,0,65
Nainital,2021-06-30,236,16.5,2.3,0,46
Nainital,2021-07-01,133,22.1,7.5,0,51
Nainital,2021-07-02,177,20.1,9.2,1,76
Nainital,2021-07-03,218,19.8,5.1,0,28
Nainital,2021-07-04,234,15.9,8.1,0,64
Nainital,2021-07-05,217,16.6,8.8,0,38
Nainital,2021-07-06,185,16.4,8.6,0,68
Nainital,2021-07-07,286,16.5,8.1,0,26
Nainital,2021-07-08,219,20.6,7.3,0,54
Nainital,2021-07-09,135,15.6,10.0,0,50
Nainital,2021-07-10,222,13.1,9.4,0,28
Nainital,2021-07-11,263,15.2,9.3,1,46
Nainital,2021-07-12,144,17.2,8.3,0,31
Nainital,2021-07-13,309,13.3,9.9,0,50
Nainital,2021-07-14,208,18.1,8.1,0,14
Nainital,2021-07-15,208,10.4,8.1,2,44
Nainital,2021-07-16,209,11.7,7.8,2,38
Nainital,2021-07-17,313,14.4,6.3,0,32
Nainital,2021-07-18,176,22.5,10.4,0,54
Nainital,2021-07-19,217,13.7,9.0,1,60
Nainital,2021-07-20,218,10.0,7.0,0,23
Nainital,2021-07-21,204,15.9,6.1,1,58
Nainital,2021-07-22,184,13.2,9.1,0,31
Nainital,2021-07-23,174,14.3,8.5,0,65
Nainital,2021-07-24,139,14.2,8.8,0,46
Nainital,2021-07-25,243,13.6,9.8,0,40
Nainital,2021-07-26,248,16.7,7.7,1,77
Nainital,2021-07-27,174,16.8,8.7,0,35
Nainital,2021-07-28,144,17.3,6.5,0,38
Nainital,2021-07-29,170,13.6,8.8,0,82
Nainital,2021-07-30,141,17.0,6.7,0,50
Nainital,2021-07-31,249,8.7,8.2,0,47
Nainital,2021-08-01,240,16.2,7.5,0,67
Nainital,2021-08-02,179,11.6,7.2,1,62
Nainital,2021-08-03,198,14.5,7.4,0,49
Nainital,2021-08-04,182,8.3,6.9,0,34
Nainital,2021-08-05,214,7.9,7.3,1,12
Nainital,2021-08-06,195,7.8,7.8,0,46
Nainital,2021-08-07,142,12.3,7.7,1,68
Nainital,2021-08-08,236,11.4,9.2,0,52
Nainital,2021-08-09,260,8.3,8.8,0,31
Nainital,2021-08-10,227,10.5,5.7,0,26
Nainital,2021-08-11,156,14.1,8.0,0,49
Nainital,2021-08-12,290,10.8,8.0,0,13
Nainital,2021-08-13,97,8.4,9.1,0,13
Nainital,2021-08-14,270,6.0,8.2,0,30
Nainital,2021-08-15,211,14.8,8.1,0,47
Nainital,2021-08-16,217,8.0,7.7,0,17
Nainital,2021-08-17,158,9.7,7.1,0,66
Nainital,2021-08-18,206,13.3,6.9,0,40
Nainital,2021-08-19,237,8.6,6.0,1,70
Nainital,2021-08-20,228,12.4,6.4,0,77
Nainital,2021-08-21,147,11.4,8.4,0,39
Nainital,2021-08-22,171,9.5,10.0,0,24
Nainital,2021-08-23,236,10.1,9.1,1,52
Nainital,2021-08-24,208,4.8,8.3,0,24
Nainital,2021-08-25,209,8.8,7.5,0,33
Nainital,2021-08-26,206,6.3,6.8,0,56
Nainital,2021-08-27,158,16.9,8.9,0,58
Nainital,2021-08-28,210,8.4,7.7,0,80
Nainital,2021-08-29,258,16.5,9.3,0,49
Nainital,2021-08-30,257,12.6,5.2,0,57
Nainital,2021-08-31,170,8.0,7.9,0,56
Nainital,2021-09-01,290,8.4,5.9,1,44
Nainital,2021-09-02,328,1.7,1.3,0,40
Nainital,2021-09-03,291,6.4,4.1,0,47
Nainital,2021-09-04,233,1.9,4.4,0,34
Nainital,2021-09-05,328,7.7,4.0,0,47
Nainital,2021-09-06,256,11.0,3.2,0,49
Nainital,2021-09-07,250,-0.7,4.6,0,50
Nainital,2021-09-08,252,4.8,2.6,0,82
Nainital,2021-09-09,284,8.6,3.7,1,26
Nainital,2021-09-10,327,10.0,4.4,0,25
Nainital,2021-09-11,437,5.1,3.2,0,39
Nainital,2021-09-12,255,6.6,2.3,0,29
Nainital,2021-09-13,304,4.2,2.8,0,32
Nainital,2021-09-14,389,5.1,2.8,0,43
Nainital,2021-09-15,308,8.0,3.4,0,55
Nainital,2021-09-16,281,6.2,2.7,0,77
Nainital,2021-09-17,283,6.7,3.0,0,59
Nainital,2021-09-18,335,9.1,2.8,0,63
Nainital,2021-09-19,183,11.3,4.3,1,71
Nainital,2021-09-20,345,2.0,2.2,0,61
Nainital,2021-09-21,256,3.8,3.2,0,83
Nainital,2021-09-22,289,10.1,3.2,0,42
Nainital,2021-09-23,359,9.9,2.5,0,32
Nainital,2021-09-24,384,6.3,3.2,0,44
Nainital,2021-09-25,326,6.8,2.2,0,74
Nainital,2021-09-26,308,9.7,2.9,1,67
Nainital,2021-09-27,360,6.0,3.4,0,38
Nainital,2021-09-28,433,7.7,2.5,0,45
Nainital,2021-09-29,218,4.9,4.4,0,67
Nainital,2021-09-30,352,12.5,2.9,0,37
Nainital,2021-10-01,237,8.5,3.7,1,27
Nainital,2021-10-02,314,1.9,3.1,2,61
Nainital,2021-10-03,253,3.4,4.4,2,56
Nainital,2021-10-04,381,4.9,3.4,1,52
Nainital,2021-10-05,285,0.5,3.5,0,86
Nainital,2021-10-06,336,6.5,3.6,2,74
Nainital,2021-10-07,342,4.5,2.5,0,41
Nainital,2021-10-08,385,6.5,4.5,1,92
Nainital,2021-10-09,445,7.3,1.8,3,55
Nainital,2021-10-10,315,6.9,2.3,1,57
Nainital,2021-10-11,292,3.8,3.8,0,60
Nainital,2021-10-12,296,8.9,2.3,2,7
Nainital,2021-10-13,193,9.7,1.8,1,24
Nainital,2021-10-14,276,-4.2,3.2,1,86
Nainital,2021-10-15,286,10.4,3.6,2,39
Nainital,2021-10-16,320,4.1,2.8,2,34
Nainital,2021-10-17,210,4.1,2.9,1,92
Nainital,2021-10-18,268,3.1,4.6,0,31
Nainital,2021-10-19,261,-0.4,2.0,2,29
Nainital,2021-10-20,361,0.8,4.1,1,66
Nainital,2021-10-21,332,4.7,2.6,1,54
Nainital,2021-10-22,274,4.9,2.7,1,47
Nainital,2021-10-23,363,7.8,1.6,0,36
Nainital,2021-10-24,348,3.3,4.2,2,25
Nainital,2021-10-25,365,2.8,2.4,1,42
Nainital,2021-10-26,331,1.2,2.0,0,51
Nainital,2021-10-27,310,5.8,4.5,1,39
Nainital,2021-10-28,282,4.0,2.9,0,47
Nainital,2021-10-29,268,7.2,4.6,1,52
Nainital,2021-10-30,374,7.6,1.6,1,38
Nainital,2021-10-31,329,8.3,3.4,1,80
Nainital,2021-11-01,266,8.4,3.5,1,88
Nainital,2021-11-02,312,6.8,4.2,2,49
Nainital,2021-11-03,318,5.5,2.6,1,76
Nainital,2021-11-04,331,9.3,4.3,0,40
Nainital,2021-11-05,308,2.1,4.6,3,58
Nainital,2021-11-06,314,9.1,2.7,0,84
Nainital,2021-11-07,316,4.2,4.1,2,10
Nainital,2021-11-08,353,4.2,3.7,2,47
Nainital,2021-11-09,350,5.2,4.3,1,42
Nainital,2021-11-10,347,8.2,2.5,0,87
Nainital,2021-11-11,304,10.0,1.7,1,67
Nainital,2021-11-12,287,5.9,2.6,0,45
Nainital,2021-11-13,252,10.1,2.9,0,11
Nainital,2021-11-14,314,6.3,2.5,1,91
Nainital,2021-11-15,336,4.4,3.1,0,74
Nainital,2021-11-16,287,8.9,1.7,1,43
Nainital,2021-11-17,359,7.5,2.0,1,51
Nainital,2021-11-18,394,5.9,3.1,0,54
Nainital,2021-11-19,264,2.5,3.3,2,35
Nainital,2021-11-20,430,6.6,3.9,4,63
Nainital,2021-11-21,306,5.4,5.2,4,33
Nainital,2021-11-22,313,7.5,3.0,1,47
Nainital,2021-11-23,286,7.2,1.9,0,71
Nainital,2021-11-24,266,8.4,4.3,1,0
Nainital,2021-11-25,347,8.1,2.0,2,71
Nainital,2021-11-26,270,14.4,2.5,2,80
Nainital,2021-11-27,226,4.6,2.4,2,40
Nainital,2021-11-28,245,6.8,0.8,0,50
Nainital,2021-11-29,234,7.1,3.7,1,53
Nainital,2021-11-30,352,10.2,1.9,0,61
Nainital,2021-12-01,151,4.1,4.8,0,56
Nainital,2021-12-02,95,14.8,3.5,0,21
Nainital,2021-12-03,237,11.2,3.3,1,41
Nainital,2021-12-04,173,10.9,3.2,1,94
Nainital,2021-12-05,235,9.6,1.8,0,49
Nainital,2021-12-06,158,11.1,3.8,0,55
Nainital,2021-12-07,207,11.7,4.5,0,19
Nainital,2021-12-08,138,5.6,2.3,0,93
Nainital,2021-12-09,231,10.7,2.3,0,37
Nainital,2021-12-10,205,7.7,4.1,0,60
Nainital,2021-12-11,272,9.0,3.2,0,29
Nainital,2021-12-12,159,8.5,3.9,0,74
Nainital,2021-12-13,197,7.9,2.2,0,36
Nainital,2021-12-14,180,11.6,2.5,0,23
Nainital,2021-12-15,206,7.4,5.2,1,62
Nainital,2021-12-16,130,6.4,4.3,0,83
Nainital,2021-12-17,149,4.3,3.5,0,76
Nainital,2021-12-18,223,9.3,3.1,0,41
Nainital,2021-12-19,180,12.4,2.5,0,49
Nainital,2021-12-20,190,6.9,1.9,0,36
Nainital,2021-12-21,257,12.8,2.3,0,35
Nainital,2021-12-22,240,9.6,3.1,1,46
Nainital,2021-12-23,194,5.5,3.3,1,43
Nainital,2021-12-24,243,7.3,2.7,0,20
Nainital,2021-12-25,136,13.5,3.0,0,49
Nainital,2021-12-26,235,8.5,3.5,0,50
Nainital,2021-12-27,151,13.3,3.3,0,68
Nainital,2021-12-28,115,9.7,2.9,0,36
Nainital,2021-12-29,157,16.5,1.2,0,4
Nainital,2021-12-30,204,6.8,3.0,0,77
Nainital,2021-12-31,239,6.5,4.0,0,13
Nainital,2022-01-01,200,13.2,3.6,0,33
Nainital,2022-01-02,214,16.1,2.5,0,53
Nainital,2022-01-03,171,16.1,2.6,0,97
Nainital,2022-01-04,232,12.6,1.7,1,37
Nainital,2022-01-05,193,15.3,2.3,0,68
Nainital,2022-01-06,224,11.7,3.7,0,48
Nainital,2022-01-07,209,18.7,2.2,0,61
Nainital,2022-01-08,213,13.4,1.5,0,46
Nainital,2022-01-09,194,15.4,3.1,0,25
Nainital,2022-01-10,120,13.4,2.6,2,36
Nainital,2022-01-11,304,17.4,3.0,0,55
Nainital,2022-01-12,262,17.5,3.4,0,56
Nainital,2022-01-13,203,13.4,3.4,0,50
Nainital,2022-01-14,210,22.8,5.1,0,59
Nainital,2022-01-15,169,12.9,2.7,0,93
Nainital,2022-01-16,66,14.8,1.9,1,49
Nainital,2022-01-17,250,12.0,2.6,0,64
Nainital,2022-01-18,128,14.1,3.3,0,76
Nainital,2022-01-19,200,18.0,1.8,0,95
Nainital,2022-01-20,206,11.0,4.3,0,55
Nainital,2022-01-21,208,19.2,1.2,0,6
Nainital,2022-01-22,224,14.6,3.6,0,55
Nainital,2022-01-23,173,15.0,4.1,0,63
Nainital,2022-01-24,191,14.1,4.2,0,65
Nainital,2022-01-25,114,11.7,1.8,0,68
Nainital,2022-01-26,241,12.1,4.1,0,48
Nainital,2022-01-27,223,13.6,3.0,0,50
Nainital,2022-01-28,203,8.9,4.5,1,62
Nainital,2022-01-29,135,13.9,4.0,0,94
Nainital,2022-01-30,282,13.9,2.7,0,96
Nainital,2022-01-31,256,19.4,1.4,0,45
Nainital,2022-02-01,234,19.2,3.4,1,56
Nainital,2022-02-02,136,20.4,2.4,0,83
Nainital,2022-02-03,214,18.2,2.7,1,50
Nainital,2022-02-04,190,20.3,3.0,0,85
Nainital,2022-02-05,221,21.6,2.9,0,34
Nainital,2022-02-06,227,20.0,2.8,0,79
Nainital,2022-02-07,277,24.6,4.0,0,19
Nainital,2022-02-08,240,20.8,4.6,0,47
Nainital,2022-02-09,130,16.9,4.5,0,80
Nainital,2022-02-10,229,16.3,2.4,0,61
Nainital,2022-02-11,257,19.4,1.6,0,34
Nainital,2022-02-12,280,17.7,3.2,0,29
Nainital,2022-02-13,160,21.2,3.4,1,63
Nainital,2022-02-14,217,25.7,3.2,0,95
Nainital,2022-02-15,209,22.5,3.2,1,55
Nainital,2022-02-16,161,20.1,2.5,0,63
Nainital,2022-02-17,314,21.0,4.3,0,74
Nainital,2022-02-18,229,22.0,2.8,0,77
Nainital,2022-02-19,140,21.7,3.4,0,64
Nainital,2022-02-20,244,15.8,1.3,0,54
Nainital,2022-02-21,132,20.7,2.0,0,35
Nainital,2022-02-22,176,16.5,3.1,0,51
Nainital,2022-02-23,179,15.7,1.3,0,44
Nainital,2022-02-24,99,24.2,3.9,0,47
Nainital,2022-02-25,129,18.1,4.1,1,46
Nainital,2022-02-26,178,17.7,3.3,0,22
Nainital,2022-02-27,248,17.7,3.9,0,41
Nainital,2022-02-28,269,20.1,3.6,0,87
Nainital,2022-03-01,190,21.3,2.4,1,56
Nainital,2022-03-02,139,24.9,2.7,1,36
Nainital,2022-03-03,76,21.7,3.6,0,48
Nainital,2022-03-04,201,24.4,2.6,0,70
Nainital,2022-03-05,207,21.2,3.6,1,86
Nainital,2022-03-06,161,21.6,2.6,3,38
Nainital,2022-03-07,221,23.6,4.0,1,52
Nainital,2022-03-08,125,24.2,3.9,1,43
Nainital,2022-03-09,187,23.1,2.2,2,40
Nainital,2022-03-10,110,22.2,3.9,2,13
Nainital,2022-03-11,221,16.3,2.3,1,49
Nainital,2022-03-12,90,19.8,3.1,5,63
Nainital,2022-03-13,167,21.9,1.9,1,23
Nainital,2022-03-14,224,24.5,2.7,0,58
Nainital,2022-03-15,155,21.9,3.6,0,74
Nainital,2022-03-16,132,24.8,3.4,1,24
Nainital,2022-03-17,231,25.1,3.2,0,64
Nainital,2022-03-18,177,24.5,3.4,1,42
Nainital,2022-03-19,250,19.3,3.1,3,64
Nainital,2022-03-20,263,27.2,5.3,1,56
Nainital,2022-03-21,123,23.7,2.1,0,81
Nainital,2022-03-22,185,24.7,4.8,1,56
Nainital,2022-03-23,180,22.6,2.8,1,43
Nainital,2022-03-24,287,26.1,1.8,3,0
Nainital,2022-03-25,148,28.6,2.9,1,40
Nainital,2022-03-26,225,22.1,1.9,2,40
Nainital,2022-03-27,251,20.1,3.4,1,62
Nainital,2022-03-28,210,27.0,2.7,2,60
Nainital,2022-03-29,194,25.3,4.3,0,45
Nainital,2022-03-30,148,26.8,4.4,0,59
Nainital,2022-03-31,210,24.2,4.7,2,40
Nainital,2022-04-01,304,22.6,3.3,0,9
Nainital,2022-04-02,267,24.4,0.9,0,15
Nainital,2022-04-03,276,28.2,2.4,2,33
Nainital,2022-04-04,322,22.4,3.5,2,45
Nainital,2022-04-05,223,19.7,2.1,2,82
Nainital,2022-04-06,277,23.9,4.9,1,52
Nainital,2022-04-07,325,30.5,4.8,0,46
Nainital,2022-04-08,253,20.4,2.9,0,23
Nainital,2022-04-09,264,24.0,2.9,1,44
Nainital,2022-04-10,362,28.6,3.9,1,45
Nainital,2022-04-11,316,27.1,4.8,0,50
Nainital,2022-04-12,369,26.7,3.6,1,73
Nainital,2022-04-13,247,24.3,2.2,1,51
Nainital,2022-04-14,321,16.3,3.4,0,70
Nainital,2022-04-15,193,27.0,3.6,1,27
Nainital,2022-04-16,255,25.6,1.7,0,33
Nainital,2022-04-17,275,28.7,3.9,1,55
Nainital,2022-04-18,284,29.2,3.9,1,53
Nainital,2022-04-19,267,26.2,1.9,1,55
Nainital,2022-04-20,256,23.4,3.4,2,17
Nainital,2022-04-21,286,24.3,2.8,2,62
Nainital,2022-04-22,252,21.8,2.4,2,17
Nainital,2022-04-23,339,20.2,2.9,0,24
Nainital,2022-04-24,329,23.2,2.0,1,67
Nainital,2022-04-25,306,23.2,1.8,0,39
Nainital,2022-04-26,242,27.7,3.6,1,41
Nainital,2022-04-27,207,26.4,2.7,2,54
Nainital,2022-04-28,256,26.7,2.7,0,59
Nainital,2022-04-29,317,25.0,4.2,1,45
Nainital,2022-04-30,346,26.5,3.5,0,70
Nainital,2022-05-01,412,25.3,1.0,0,41
Nainital,2022-05-02,273,21.8,2.9,0,81
Nainital,2022-05-03,288,24.8,1.8,0,28
Nainital,2022-05-04,242,31.4,2.8,0,91
Nainital,2022-05-05,346,23.0,1.9,0,82
Nainital,2022-05-06,250,25.7,2.9,1,39
Nainital,2022-05-07,231,24.7,1.5,0,0
Nainital,2022-05-08,277,20.6,3.8,0,76
Nainital,2022-05-09,363,24.2,3.4,0,70
Nainital,2022-05-10,275,21.2,1.8,0,67
Nainital,2022-05-11,313,25.4,1.6,1,63
Nainital,2022-05-12,347,28.1,2.8,0,59
Nainital,2022-05-13,251,25.2,2.7,0,49
Nainital,2022-05-14,268,25.5,2.2,0,42
Nainital,2022-05-15,363,24.4,3.1,0,31
Nainital,2022-05-16,337,24.5,1.0,0,18
Nainital,2022-05-17,404,22.5,3.5,1,42
Nainital,2022-05-18,255,21.5,3.6,0,53
Nainital,2022-05-19,312,27.2,3.7,0,87
Nainital,2022-05-20,268,28.1,3.9,0,67
Nainital,2022-05-21,281,24.6,2.8,0,79
Nainital,2022-05-22,236,21.2,2.9,0,49
Nainital,2022-05-23,313,19.8,3.1,2,74
Nainital,2022-05-24,311,26.7,4.5,0,48
Nainital,2022-05-25,351,25.4,3.6,0,57
Nainital,2022-05-26,326,21.8,1.3,0,48
Nainital,2022-05-27,347,23.5,2.3,0,59
Nainital,2022-05-28,258,19.9,3.7,0,56
Nainital,2022-05-29,260,27.0,3.6,0,100
Nainital,2022-05-30,196,24.3,2.2,1,33
Nainital,2022-05-31,313,21.9,4.0,1,48
Nainital,2022-06-01,313,20.6,3.1,0,80
Nainital,2022-06-02,267,23.1,2.3,0,39
Nainital,2022-06-03,267,16.0,3.9,0,63
Nainital,2022-06-04,298,20.7,3.5,0,45
Nainital,2022-06-05,233,15.9,4.1,1,45
Nainital,2022-06-06,249,21.8,1.5,0,55
Nainital,2022-06-07,252,21.7,3.1,0,32
Nainital,2022-06-08,341,20.7,2.5,1,26
Nainital,2022-06-09,284,17.1,3.8,0,74
Nainital,2022-06-10,309,18.7,2.4,1,53
Nainital,2022-06-11,242,18.8,2.3,0,32
Nainital,2022-06-12,252,20.2,3.2,0,63
Nainital,2022-06-13,305,8.2,2.6,0,100
Nainital,2022-06-14,247,19.0,4.1,1,62
Nainital,2022-06-15,315,19.8,3.1,0,47
Nainital,2022-06-16,292,21.1,1.7,0,15
Nainital,2022-06-17,311,19.8,3.6,0,50
Nainital,2022-06-18,304,18.4,2.2,0,64
Nainital,2022-06-19,318,21.5,2.3,0,27
Nainital,2022-06-20,332,15.2,1.7,1,74
Nainital,2022-06-21,218,19.0,4.8,0,62
Nainital,2022-06-22,287,19.2,4.3,0,62
Nainital,2022-06-23,379,21.4,3.8,0,32
Nainital,2022-06-24,241,22.8,2.4,0,61
Nainital,2022-06-25,286,24.6,2.4,0,38
Nainital,2022-06-26,200,23.6,4.5,1,38
Nainital,2022-06-27,341,25.3,3.6,0,29
Nainital,2022-06-28,322,21.0,2.3,0,49
Nainital,2022-06-29,255,19.8,1.8,0,30
Nainital,2022-06-30,391,15.2,4.8,0,50
Nainital,2022-07-01,145,14.5,6.9,2,44
Nainital,2022-07-02,196,14.1,7.7,0,62
Nainital,2022-07-03,222,13.7,8.3,0,67
Nainital,2022-07-04,274,12.4,9.7,1,47
Nainital,2022-07-05,221,15.0,7.4,0,53
Nainital,2022-07-06,187,15.7,8.5,0,55
Nainital,2022-07-07,120,16.8,8.4,0,79
Nainital,2022-07-08,271,15.0,9.1,0,43
Nainital,2022-07-09,164,11.5,7.9,0,33
Nainital,2022-07-10,191,12.1,8.3,0,45
Nainital,2022-07-11,193,16.2,6.7,0,25
Nainital,2022-07-12,165,17.8,8.2,0,13
Nainital,2022-07-13,203,12.4,7.8,0,31
Nainital,2022-07-14,172,15.3,9.4,0,68
Nainital,2022-07-15,164,14.9,8.7,0,74
Nainital,2022-07-16,235,20.3,8.5,1,37
Nainital,2022-07-17,133,19.5,7.5,0,69
Nainital,2022-07-18,134,15.2,8.2,1,47
Nainital,2022-07-19,144,9.8,7.6,0,63
Nainital,2022-07-20,177,16.5,8.2,0,66
